,artist,track,time,genre,date entered,date peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking
266,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8,76.0,1,84.0
267,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8,76.0,1,95.0
268,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,2000-02-05,5,76.0,1,80.0
269,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,77.0,1,97.0
270,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,9,77.0,1,95.0
271,"Estefan, Gloria",No Me Dejes De Querer,3:25,Rock,2000-06-10,2000-06-10,1,77.0,1,77.0
272,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,78.0,1,79.0
273,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,6,79.0,1,87.0
274,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,80.0,1,97.0
275,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,80.0,1,87.0
276,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,80.0,1,82.0
277,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,6,81.0,1,85.0
278,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,83.0,1,99.0
279,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,9,83.0,1,98.0
280,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,83.0,1,94.0
281,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,6,83.0,1,85.0
282,"Hollister, Dave",Can't Stay,6:17,Rock,2000-03-25,2000-03-25,4,84.0,1,84.0
283,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,5,84.0,1,90.0
284,LFO,West Side Story,3:27,Rock,2000-08-05,2000-08-12,4,84.0,1,96.0
285,"Paisley, Brad",Me Neither,3:19,Country,2000-05-13,2000-05-20,4,85.0,1,87.0
286,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,7,86.0,1,94.0
287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3:15,R&B,2000-09-02,2000-09-09,3,87.0,1,91.0
288,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,1,98.0
289,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5,88.0,1,89.0
290,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0,1,91.0
291,"Spencer, Tracie",Still In My Heart,4:11,Rock,2000-03-04,2000-03-11,3,88.0,1,95.0
292,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,89.0,1,97.0
293,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,6,89.0,1,98.0
294,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5,89.0,1,96.0
295,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0,1,99.0
296,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,6,90.0,1,98.0
297,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,7,91.0,1,92.0
298,"Price, Kelly",Love Sets You Free,3:46,Rock,2000-05-13,2000-05-20,4,91.0,1,92.0
299,En Vogue,Riddle,5:10,Rock,2000-06-17,2000-06-17,4,92.0,1,92.0
300,"Herndon, Ty",No Mercy,4:43,Country,2000-03-18,2000-05-06,8,92.0,1,100.0
301,Anastacia,I'm Outta Love,4:01,Pop,2000-04-01,2000-04-01,3,92.0,1,92.0
302,Trina,Pull Over,2:58,Rap,2000-09-09,2000-09-16,4,93.0,1,97.0
303,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,7,95.0,1,100.0
304,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5,95.0,1,97.0
305,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5,95.0,1,96.0
306,De La Soul,All Good?,5:02,Rap,2000-12-23,2000-12-23,3,96.0,1,96.0
307,"Larrieux, Amel",Get Up,4:02,R&B,2000-03-04,2000-03-11,3,97.0,1,100.0
308,"Braxton, Toni",Spanish Guitar,4:24,Rock,2000-12-02,2000-12-02,3,98.0,1,98.0
309,Tuesday,I Know,4:06,Rock,2000-12-30,2000-12-30,2,98.0,1,98.0
310,LL Cool J,Imagine That,4:00,Rap,2000-08-12,2000-08-19,2,98.0,1,99.0
311,Master P,Souljas,3:33,Rap,2000-11-18,2000-11-18,1,98.0,1,98.0
312,Ghostface Killah,Cherchez LaGhost,3:04,R&B,2000-08-05,2000-08-05,1,98.0,1,98.0
313,"Smith, Will",Freakin' It,3:58,Rap,2000-02-12,2000-02-12,4,99.0,1,99.0
314,Zombie Nation,Kernkraft 400,3:30,Rock,2000-09-02,2000-09-02,2,99.0,1,99.0
315,"Eastsidaz, The",Got Beef,3:58,Rap,2000-07-01,2000-07-01,2,99.0,1,99.0
316,Fragma,Toca's Miracle,3:22,R&B,2000-10-28,2000-10-28,1,99.0,1,99.0
317,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,2,63.0
318,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,2,8.0
319,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,2,48.0
320,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,2,23.0
321,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,2,47.0
322,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,2,52.0
323,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,2,83.0
324,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,2,45.0
325,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,2,66.0
326,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,2,54.0
327,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,2,70.0
328,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,2,51.0
329,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,2,61.0
330,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,2,78.0
331,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,2,53.0
332,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,2,37.0
333,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,2,68.0
334,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,2,68.0
335,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,2,57.0
336,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,2,92.0
337,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,2,55.0
338,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,2,54.0
339,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,2,39.0
340,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,2,71.0
341,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,2,70.0
342,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,2,63.0
343,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,2,39.0
344,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,2,68.0
345,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,2,86.0
346,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,2,80.0
347,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,2,20.0
348,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,2,32.0
349,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,2,70.0
350,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,2,72.0
351,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,2,63.0
352,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,2,21.0
353,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,2,51.0
354,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,2,31.0
355,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,2,38.0
356,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,2,62.0
357,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,2,71.0
358,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,2,68.0
359,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,2,76.0
360,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,2,29.0
361,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,2,53.0
362,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,2,15.0
363,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,2,77.0
364,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,2,99.0
365,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,2,61.0
366,Kenny G,Auld Lang Syne (The Millenium Mix),7:50,Jazz,1999-12-25,2000-01-08,5,7.0,2,89.0
367,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,2,52.0
368,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,2,38.0
369,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,2,25.0
370,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,2,69.0
371,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,2,74.0
372,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,2,68.0
373,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,2,59.0
374,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,2,45.0
375,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,2,66.0
376,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,2,74.0
377,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,2,28.0
378,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,2,90.0
379,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,2,86.0
380,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,2,59.0
381,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,2,32.0
382,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,2,72.0
383,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,2,32.0
384,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,2,76.0
385,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,2,32.0
386,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,2,34.0
387,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,2,88.0
388,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,2,52.0
389,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,2,47.0
390,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,2,69.0
391,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,19.0,2,29.0
392,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,19.0,2,29.0
393,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,2,35.0
394,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,2,82.0
395,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,2,67.0
396,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,2,64.0
397,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,7,20.0,2,22.0
398,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,21.0,2,52.0
399,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,2,83.0
400,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,21.0,2,89.0
401,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,21.0,2,53.0
402,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,2,90.0
403,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,2,77.0
404,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,2,66.0
405,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,2,55.0
406,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,2,32.0
407,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,2,52.0
408,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,2,61.0
409,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,2,67.0
410,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,11,23.0,2,41.0
411,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,2,58.0
412,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,2,66.0
413,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,2,68.0
414,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,2,58.0
415,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,2,63.0
416,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,2,55.0
417,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,17,25.0,2,56.0
418,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,2,67.0
419,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,2,62.0
420,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,2,80.0
421,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,2,65.0
422,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,2,74.0
423,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,2,72.0
424,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,2,62.0
425,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,2,86.0
426,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,2,65.0
427,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,14,27.0,2,49.0
428,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,11,27.0,2,83.0
429,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,2,70.0
430,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,2,76.0
431,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,7,28.0,2,34.0
432,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,2,76.0
433,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,2,64.0
434,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,9,29.0,2,35.0
435,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,2,71.0
436,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,2,68.0
437,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,2,72.0
438,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,15,30.0,2,50.0
439,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,2,72.0
440,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,2,64.0
441,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,2,70.0
442,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,2,83.0
443,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,2,76.0
444,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,2,69.0
445,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,2,84.0
446,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,2,80.0
447,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,2,58.0
448,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,2,71.0
449,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,2,67.0
450,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,2,96.0
451,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,16,34.0,2,91.0
452,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,2,62.0
453,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,2,67.0
454,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,15,35.0,2,75.0
455,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,2,81.0
456,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,12,35.0,2,66.0
457,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,2,55.0
458,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,2,75.0
459,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,2,74.0
460,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,2,76.0
461,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,13,38.0,2,40.0
462,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,2,74.0
463,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,2,78.0
464,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,12,38.0,2,64.0
465,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,2,86.0
466,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,2,80.0
467,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,2,72.0
468,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,2,73.0
469,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,2,67.0
470,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,2,76.0
471,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,2,92.0
472,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,2,65.0
473,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,2,69.0
474,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,2,99.0
475,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,2,72.0
476,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,2,74.0
477,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,2,85.0
478,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,2,59.0
479,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,2,73.0
480,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,2,73.0
481,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,2,55.0
482,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,2,67.0
483,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,2,59.0
484,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,9,45.0,2,48.0
485,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,2,77.0
486,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,2,75.0
487,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,2,63.0
488,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,2,84.0
489,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,2,97.0
490,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,2,95.0
491,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,2,56.0
492,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,6,49.0,2,70.0
493,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,2,70.0
494,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,2,88.0
495,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,2,67.0
496,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,2,79.0
497,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,2,79.0
498,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,2,80.0
499,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,7,51.0,2,55.0
500,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,2,76.0
501,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,2,68.0
502,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,2,62.0
503,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,2,77.0
504,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,53.0,2,78.0
505,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,54.0,2,78.0
506,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,54.0,2,72.0
507,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,54.0,2,83.0
508,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,54.0,2,68.0
509,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,8,55.0,2,58.0
510,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,2,76.0
511,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,2,85.0
512,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,2,74.0
513,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,2,86.0
514,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,2,73.0
515,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,9,57.0,2,70.0
516,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,2,71.0
517,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,2,76.0
518,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,57.0,2,87.0
519,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,57.0,2,79.0
520,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,57.0,2,78.0
521,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,58.0,2,66.0
522,"Henley, Don",Taking You Home,4:08,Rock,2000-06-24,2000-08-05,20,58.0,2,77.0
523,Eminem,The Way I Am,4:40,Rap,2000-08-26,2000-09-30,10,58.0,2,74.0
524,Nas,You Owe Me,3:51,R&B,2000-03-25,2000-04-15,16,59.0,2,72.0
525,Sister Hazel,Change Your Mind,4:02,Rock,2000-07-15,2000-08-05,20,59.0,2,67.0
526,Puff Daddy,Best Friend,5:33,Rap,2000-02-12,2000-02-19,5,59.0,2,59.0
527,"McBride, Martina",There You Are,3:26,Country,2000-09-09,2000-10-21,13,60.0,2,75.0
528,Usher,Pop Ya Collar,3:36,Rock,2000-11-04,2000-11-18,7,60.0,2,64.0
529,Lil' Kim,No Matter What They Say,4:12,Rap,2000-07-15,2000-08-05,10,60.0,2,72.0
530,LFO,I Don't Wanna Kiss You Goodnight,5:00,Rock,2000-04-15,2000-04-22,5,61.0,2,61.0
531,SheDaisy,Deck The Halls,3:46,Country,1999-12-25,2000-01-01,2,61.0,2,61.0
532,Splender,I Think God Can Explain,3:55,R&B,2000-06-10,2000-06-24,12,62.0,2,66.0
533,"Simpson, Jessica",Where You Are,3:51,Rock,2000-04-01,2000-04-15,6,62.0,2,66.0
